,No.,Player,PronounsMere Info  PronounsInterested in learning more about pronouns? Click here.,Position,Year,Height,Points,Assists,Ds,Turns,team_name,level,gender,division
0,1,Nima Lhamo,,Cutter,College (JR),"6'0""",5.0,2.0,2.0,2.0,Massachusetts,Division 1,Men,Division 1 Men
1,4,Ethan Lieman,,,College (FR),"8'2""",16.0,11.0,,4.0,Massachusetts,Division 1,Men,Division 1 Men
2,6,Roan Dunkerley,,,,,4.0,,,4.0,Massachusetts,Division 1,Men,Division 1 Men
3,7,Ian Buchanan,,,,,,1.0,,2.0,Massachusetts,Division 1,Men,Division 1 Men
4,8,Tomo Liou,,Defense (Cutter),College (SO),"5'8""",3.0,,,2.0,Massachusetts,Division 1,Men,Division 1 Men
5,10,Wyatt Kellman,H,Handler,College (SO),"5'11""",9.0,20.0,4.0,2.0,Massachusetts,Division 1,Men,Division 1 Men
6,11,Charlie Norris,,Defense (Cutter/Handler),High School (11th Grade),"5'8""",,1.0,1.0,,Massachusetts,Division 1,Men,Division 1 Men
7,12,Wesley Killough-Hill,,Mid,College (SO),"6'0""",2.0,,,,Massachusetts,Division 1,Men,Division 1 Men
8,13,Calan Kirkpatrick,,,Elementary School (3rd grade),"5'10""",,,1.0,4.0,Massachusetts,Division 1,Men,Division 1 Men
9,15,Arthur Aucoin,,,,,3.0,6.0,1.0,,Massachusetts,Division 1,Men,Division 1 Men
10,16,Nadav Berkman,,,,"6'0""",2.0,2.0,1.0,1.0,Massachusetts,Division 1,Men,Division 1 Men
11,18,Sam Green,,,College (FR),"6'4""",1.0,,1.0,,Massachusetts,Division 1,Men,Division 1 Men
12,21,Mason Stone,H,,High School (12th Grade),"6'3""",2.0,3.0,7.0,5.0,Massachusetts,Division 1,Men,Division 1 Men
13,27,Caelan McSweeney,,,,"4'3""",2.0,4.0,,5.0,Massachusetts,Division 1,Men,Division 1 Men
14,30,Charlie Leightheiser,,Handler,College (FR),"5'10""",,4.0,,2.0,Massachusetts,Division 1,Men,Division 1 Men
15,37,Gavin Abrahamsson,,Handler,High School (12th Grade),"5'11""",9.0,2.0,2.0,1.0,Massachusetts,Division 1,Men,Division 1 Men
16,38,Leo Narbonne,,Handler,High School (9th Grade),,,,,,Massachusetts,Division 1,Men,Division 1 Men
17,39,Carter Hawkins,,,,,3.0,5.0,1.0,1.0,Massachusetts,Division 1,Men,Division 1 Men
18,43,Ethan Schiff,H,,,,3.0,,1.0,1.0,Massachusetts,Division 1,Men,Division 1 Men
19,63,Jonathan Coombs,H,,,,2.0,,1.0,,Massachusetts,Division 1,Men,Division 1 Men
20,88,Griffin Gee,,Cutter,,,3.0,7.0,1.0,1.0,Massachusetts,Division 1,Men,Division 1 Men
21,96,Luca Harwood,,,,,11.0,12.0,1.0,4.0,Massachusetts,Division 1,Men,Division 1 Men
22,99,Tobias Paperno,,Mid,High School (9th Grade),"5'8""",5.0,3.0,4.0,2.0,Massachusetts,Division 1,Men,Division 1 Men
0,1,Daniel Watson,H,Dump,College (FR),"5'10""",,,,,Utah,Division 1,Men,Division 1 Men
1,2,Oscar Brown,,Dump,,,7.0,12.0,1.0,13.0,Utah,Division 1,Men,Division 1 Men
2,4,Henri de St. Germain,,Dump,High School (10th Grade),"5'9""",10.0,5.0,2.0,2.0,Utah,Division 1,Men,Division 1 Men
3,5,Rainor Alin,H,Dump,,,,2.0,1.0,2.0,Utah,Division 1,Men,Division 1 Men
4,6,Ian Cunningham-Ward,,Dump,,"5'9""",,2.0,1.0,3.0,Utah,Division 1,Men,Division 1 Men
5,7,Elijah Watchalotone,,Dump,,,3.0,11.0,1.0,2.0,Utah,Division 1,Men,Division 1 Men
6,8,Will Selfridge,,Dump,High School (10th Grade),"6'0""",12.0,20.0,5.0,16.0,Utah,Division 1,Men,Division 1 Men
7,17,Connor Lund,,Dump,,,1.0,,1.0,,Utah,Division 1,Men,Division 1 Men
8,18,Joey Ginsburg,,Dump,College (JR),"5'11""",2.0,,,,Utah,Division 1,Men,Division 1 Men
9,19,Dustin Schrader,H,Dump,College (FR),"6'1""",,,,1.0,Utah,Division 1,Men,Division 1 Men
10,22,Isaiah Klepfer,H,Dump,,,2.0,1.0,,1.0,Utah,Division 1,Men,Division 1 Men
11,24,George Shelby,,Dump,College (SO),"6'2""",4.0,1.0,1.0,,Utah,Division 1,Men,Division 1 Men
12,30,Jack Valentine,,Dump,Elementary School (4th grade),"5'10""",8.0,,,1.0,Utah,Division 1,Men,Division 1 Men
13,30,Grant Newkirk,,Dump,,,2.0,,,,Utah,Division 1,Men,Division 1 Men
14,34,Malcolm Starr,,Dump,,,,1.0,,,Utah,Division 1,Men,Division 1 Men
15,45,Nate Reavy,,Dump,College (FR),"5'9""",1.0,,,,Utah,Division 1,Men,Division 1 Men
16,54,Bryce Rundell,,Dump,,,,1.0,3.0,,Utah,Division 1,Men,Division 1 Men
17,73,Aiden Coutin,H,Dump,,,,,,1.0,Utah,Division 1,Men,Division 1 Men
18,77,Jackson Hammond,,Dump,,,,,,,Utah,Division 1,Men,Division 1 Men
19,82,Andrew Elliott,H,Dump,College (SR),"6'3""",,,,,Utah,Division 1,Men,Division 1 Men
20,96,Dane Miller,,Dump,,,3.0,2.0,2.0,2.0,Utah,Division 1,Men,Division 1 Men
21,99,Grayson Rettberg,,Dump,,,10.0,7.0,1.0,8.0,Utah,Division 1,Men,Division 1 Men
0,0,Maximilian Fontana,H,,,"5'10""",,2.0,,,Vermont,Division 1,Men,Division 1 Men
1,1,Jovan Strange,,Mid,College (SO),"5'10""",,1.0,,,Vermont,Division 1,Men,Division 1 Men
2,2,Erik Arnold,,,,,,,,,Vermont,Division 1,Men,Division 1 Men
3,3,Nico Gabby,,Defense (Cutter/Handler),Elementary School (K),"6'4""",1.0,,,,Vermont,Division 1,Men,Division 1 Men
4,6,James Bell,,,,,1.0,,,,Vermont,Division 1,Men,Division 1 Men
5,7,Max Hemeon,,Handler,College (FR),"6'1""",,,,2.0,Vermont,Division 1,Men,Division 1 Men
6,8,Leo Sarandos,H,,,,,,1.0,,Vermont,Division 1,Men,Division 1 Men
7,9,Dominic Chiodi,H,,,"5'8""",3.0,1.0,1.0,1.0,Vermont,Division 1,Men,Division 1 Men
8,10,Forrest Williams,,,,,,,1.0,1.0,Vermont,Division 1,Men,Division 1 Men
9,11,Benjamin Wall,,Handler/Cutter,,"5'10""",,,,1.0,Vermont,Division 1,Men,Division 1 Men
10,13,Cale Ellingson,H,,Elementary School (K),"5'0""",,,,2.0,Vermont,Division 1,Men,Division 1 Men
11,14,Jackson Leding,H,,,,,,,,Vermont,Division 1,Men,Division 1 Men
12,15,Jordan Lazer,,,,,2.0,,1.0,,Vermont,Division 1,Men,Division 1 Men
13,16,Seamus Dailey,H,,,,4.0,4.0,,2.0,Vermont,Division 1,Men,Division 1 Men
14,18,Casey Thornton,,,,,11.0,12.0,3.0,8.0,Vermont,Division 1,Men,Division 1 Men
15,19,Beorn Morrow-Caron,,Handler/Cutter,High School (11th Grade),"5'7""",,2.0,,1.0,Vermont,Division 1,Men,Division 1 Men
16,21,Luca Stuccio,,,,,3.0,2.0,2.0,1.0,Vermont,Division 1,Men,Division 1 Men
17,23,Kristof Rohaly-Medved,,Mid,College (JR),"5'11""",16.0,,1.0,5.0,Vermont,Division 1,Men,Division 1 Men
18,27,True Hanson,,,,,,2.0,2.0,3.0,Vermont,Division 1,Men,Division 1 Men
19,33,Jack Rice,,Handler/Cutter,High School (10th Grade),"5'11""",,,1.0,4.0,Vermont,Division 1,Men,Division 1 Men
20,37,Parker Lin-Butler,H,Defense (Cutter/Handler),College (FR),"5'5""",10.0,11.0,,8.0,Vermont,Division 1,Men,Division 1 Men
21,42,Ryan Bliss,H,,,,4.0,10.0,,8.0,Vermont,Division 1,Men,Division 1 Men
22,43,Vance Mader,,Handler,Elementary School (1st grade),"6'1""",1.0,1.0,1.0,,Vermont,Division 1,Men,Division 1 Men
23,44,Wyatt Smith,H,Cutter,College (FR),"5'11""",,,,,Vermont,Division 1,Men,Division 1 Men
24,69,Luke Tierney-Trevor,,,,,,,,,Vermont,Division 1,Men,Division 1 Men
25,82,Declan Kervick,,,,"4'10""",3.0,11.0,5.0,8.0,Vermont,Division 1,Men,Division 1 Men
0,1,Isaac Fuzat,,,,"5'10""",2.0,,,2.0,Texas,Division 1,Men,Division 1 Men
1,2,Ty Little,,,,,1.0,1.0,,1.0,Texas,Division 1,Men,Division 1 Men
2,3,Aaron Barcio,,Handler/Cutter,,"5'9""",11.0,12.0,,5.0,Texas,Division 1,Men,Division 1 Men
3,4,Rohan Kotha,,,,,,,,2.0,Texas,Division 1,Men,Division 1 Men
4,5,Owen Smith,,Handler/Cutter,High School (12th Grade),"6'5""",8.0,8.0,3.0,6.0,Texas,Division 1,Men,Division 1 Men
5,6,Kellen Watts,,,,,1.0,,1.0,,Texas,Division 1,Men,Division 1 Men
6,9,Rushil Randhar,,,,,3.0,2.0,3.0,1.0,Texas,Division 1,Men,Division 1 Men
7,10,Xavier Fuzat,,Handler/Cutter,,"6'0""",17.0,13.0,3.0,2.0,Texas,Division 1,Men,Division 1 Men
8,11,Jules Langert,,,,,2.0,1.0,,1.0,Texas,Division 1,Men,Division 1 Men
9,14,Zachary White,,,,,,,,,Texas,Division 1,Men,Division 1 Men
10,15,Soh Nishiyama,,Cutter,College (SO),"5'7""",,,,,Texas,Division 1,Men,Division 1 Men
11,17,Henry Charbeneau,H,,College (SO),"6'0""",,,,2.0,Texas,Division 1,Men,Division 1 Men
12,19,Ryan Reinhart,,,,,4.0,10.0,1.0,7.0,Texas,Division 1,Men,Division 1 Men
13,20,Andy Wang,,,,,1.0,1.0,1.0,3.0,Texas,Division 1,Men,Division 1 Men
14,22,Taylor Masterson,,,High School (12th Grade),"6'2""",,,1.0,,Texas,Division 1,Men,Division 1 Men
15,23,Ben Thollander,,Handler,High School (12th Grade),"5'11""",,,1.0,2.0,Texas,Division 1,Men,Division 1 Men
16,24,Dillon Doubrava,,,High School (12th Grade),"6'2""",3.0,1.0,,,Texas,Division 1,Men,Division 1 Men
17,25,John Clyde,,Handler,College (GR),"6'0""",2.0,4.0,2.0,4.0,Texas,Division 1,Men,Division 1 Men
18,27,Jack Joshi,,Defense (Cutter),College (JR),"6'2""",8.0,,1.0,3.0,Texas,Division 1,Men,Division 1 Men
19,33,Huy Nguyen,H,,,"5'5""",,,,1.0,Texas,Division 1,Men,Division 1 Men
20,34,Mitchell Blaha,,,,,2.0,2.0,1.0,3.0,Texas,Division 1,Men,Division 1 Men
21,37,Aidan Young,H,,,,2.0,1.0,,2.0,Texas,Division 1,Men,Division 1 Men
22,71,Pavel Kraus,,,,,,,1.0,1.0,Texas,Division 1,Men,Division 1 Men
23,80,Elliot Ylagan,,Mid,,,1.0,,2.0,,Texas,Division 1,Men,Division 1 Men
24,81,Jake Worthington,,,,,2.0,8.0,3.0,4.0,Texas,Division 1,Men,Division 1 Men
25,96,Talon Balcom,,,,,,4.0,1.0,1.0,Texas,Division 1,Men,Division 1 Men
26,99,Joshua Cremer,,,,,,,,,Texas,Division 1,Men,Division 1 Men
0,0,Ethan Fodor,H,Defense (Handler),High School (11th Grade),"6'2""",,,,2.0,Oregon State,Division 1,Men,Division 1 Men
1,2,Sayric Arias,,,College (SO),"5'10""",,,,1.0,Oregon State,Division 1,Men,Division 1 Men
2,3,Seiji Koenigsberg,,,Elementary School (K),,2.0,2.0,3.0,2.0,Oregon State,Division 1,Men,Division 1 Men
3,4,Ben Thoennes,H,,,,5.0,18.0,3.0,17.0,Oregon State,Division 1,Men,Division 1 Men
4,6,Sam Anderson,,,,,4.0,6.0,,2.0,Oregon State,Division 1,Men,Division 1 Men
5,7,Felix Moren,,,Elementary School (1st grade),,7.0,12.0,1.0,4.0,Oregon State,Division 1,Men,Division 1 Men
6,8,Leo Wolf,,,,,5.0,2.0,1.0,1.0,Oregon State,Division 1,Men,Division 1 Men
7,9,Challis Holloway,,,,,,,,,Oregon State,Division 1,Men,Division 1 Men
8,10,Akira Koenigsberg,,,,,5.0,3.0,,3.0,Oregon State,Division 1,Men,Division 1 Men
9,11,Jack Weinberg,,,,,,,,,Oregon State,Division 1,Men,Division 1 Men
10,12,Sam Jordan,,,,,2.0,,1.0,1.0,Oregon State,Division 1,Men,Division 1 Men
11,13,Callahan Bosworth,H,,,"6'4""",9.0,14.0,,3.0,Oregon State,Division 1,Men,Division 1 Men
12,14,Logan Closson,,,High School (10th Grade),,,,,1.0,Oregon State,Division 1,Men,Division 1 Men
13,18,Alesh Fremouw,,,,,2.0,,2.0,,Oregon State,Division 1,Men,Division 1 Men
14,19,Jackson Henry,,,College (FR),"5'9""",,,,,Oregon State,Division 1,Men,Division 1 Men
15,21,Ben Lodahl,,,,,,,,,Oregon State,Division 1,Men,Division 1 Men
16,22,Ben Brochard,,,,,1.0,1.0,1.0,,Oregon State,Division 1,Men,Division 1 Men
17,26,Forrest Vargyas,,,,,2.0,,1.0,,Oregon State,Division 1,Men,Division 1 Men
18,27,Elliot Trimbur,H,Handler/Cutter,College (FR),"5'10""",1.0,,1.0,3.0,Oregon State,Division 1,Men,Division 1 Men
19,31,Henry Wayte,H,Handler/Cutter,College (FR),"6'4""",12.0,3.0,2.0,,Oregon State,Division 1,Men,Division 1 Men
20,37,Quinn O'Connor,,,College (SO),"5'11""",,1.0,,1.0,Oregon State,Division 1,Men,Division 1 Men
21,42,Collin Kaperick,,,,,3.0,,,1.0,Oregon State,Division 1,Men,Division 1 Men
22,66,Matt Rix,H,Handler/Cutter,College (SR),"5'8""",,,1.0,1.0,Oregon State,Division 1,Men,Division 1 Men
23,81,Matthew Gilligan,,,,,,1.0,,,Oregon State,Division 1,Men,Division 1 Men
24,82,Lucas Henry,,Cutter,College (SR),"6'1""",2.0,,,1.0,Oregon State,Division 1,Men,Division 1 Men
25,97,Leo Renzema,H,,High School (11th Grade),"6'1""",1.0,1.0,,,Oregon State,Division 1,Men,Division 1 Men
26,99,Owen Poissant,H,,High School (12th Grade),"6'3""",,,1.0,1.0,Oregon State,Division 1,Men,Division 1 Men
0,2,Akash McMinnn,,,,,3.0,3.0,5.0,1.0,Oregon,Division 1,Men,Division 1 Men
1,3,Marcus Lee,,,,,1.0,,,2.0,Oregon,Division 1,Men,Division 1 Men
2,4,Alex Hall-Witt,,,,,11.0,2.0,,1.0,Oregon,Division 1,Men,Division 1 Men
3,6,Maksim Zykov-Chisholm,,,,,,,,,Oregon,Division 1,Men,Division 1 Men
4,8,Adam Wulkan,,Defense (Handler),College (JR),"5'11""",,1.0,,4.0,Oregon,Division 1,Men,Division 1 Men
5,9,Marcus Beidler,,Defense (Cutter),College (FR),"6'0""",6.0,2.0,,,Oregon,Division 1,Men,Division 1 Men
6,11,Beckett Sessums,H,Defense (Cutter),,,8.0,1.0,3.0,,Oregon,Division 1,Men,Division 1 Men
7,14,Nicholas Cao,H,Defense (Cutter),College (FR),"5'10""",1.0,,,3.0,Oregon,Division 1,Men,Division 1 Men
8,15,Chander Boyd-Fliegel,,Cutter,,,4.0,15.0,1.0,,Oregon,Division 1,Men,Division 1 Men
9,17,Jason Gutstadt,H,Handler,College (SO),"5'10""",,,2.0,1.0,Oregon,Division 1,Men,Division 1 Men
10,18,Marco Muralles,,Defense (Handler),College (FR),"6'0""",6.0,1.0,,1.0,Oregon,Division 1,Men,Division 1 Men
11,20,Bryce Jackson,,Handler/Cutter,College (FR),"5'7""",,2.0,,5.0,Oregon,Division 1,Men,Division 1 Men
12,21,Jonah Hammes,,Handler,,"5'2""",6.0,4.0,2.0,3.0,Oregon,Division 1,Men,Division 1 Men
13,23,Julian Saunt,,Defense (Cutter),,,,,,,Oregon,Division 1,Men,Division 1 Men
14,24,Mica Glass,,Handler,High School (12th Grade),"5'11""",12.0,19.0,1.0,7.0,Oregon,Division 1,Men,Division 1 Men
15,26,Raekwon Adkins,,,,,8.0,8.0,1.0,1.0,Oregon,Division 1,Men,Division 1 Men
16,27,Mason Weybright,,Defense (Handler),College (SO),"6'0""",3.0,,,3.0,Oregon,Division 1,Men,Division 1 Men
17,28,Max Massey,H,Defense (Handler),,,,7.0,1.0,2.0,Oregon,Division 1,Men,Division 1 Men
18,42,Emile Starkweather,,,College (SO),"6'1""",,,,1.0,Oregon,Division 1,Men,Division 1 Men
19,48,Ben Horrisberger,,Defense (Cutter),,,3.0,,1.0,1.0,Oregon,Division 1,Men,Division 1 Men
20,49,Daniel Collier,,,,,1.0,,,1.0,Oregon,Division 1,Men,Division 1 Men
21,72,Aaron Kaplan,,Defense (Cutter),College (SO),"5'10""",6.0,12.0,2.0,8.0,Oregon,Division 1,Men,Division 1 Men
22,77,Jackson Heglie,,Cutter,,,3.0,,1.0,2.0,Oregon,Division 1,Men,Division 1 Men
23,79,Nathan Williams,,,,"6'1""",1.0,,,1.0,Oregon,Division 1,Men,Division 1 Men
24,81,Emmett Warner,H/T,Defense (Handler),,,,4.0,,2.0,Oregon,Division 1,Men,Division 1 Men
25,89,Isaac Blumklotz,H,,,,,,,,Oregon,Division 1,Men,Division 1 Men
26,97,Theo Kojan,,,,,1.0,1.0,1.0,,Oregon,Division 1,Men,Division 1 Men
27,99,Will Dillender-Kinast,H,,,,,1.0,1.0,1.0,Oregon,Division 1,Men,Division 1 Men
0,2,Phoenix Laliberte,,,,,,1.0,3.0,2.0,Western Washington,Division 1,Men,Division 1 Men
1,3,Mason Herndon,,,,,10.0,,2.0,2.0,Western Washington,Division 1,Men,Division 1 Men
2,4,Brian Fosmark,H,Mid,High School (9th Grade),"3'6""",,,,,Western Washington,Division 1,Men,Division 1 Men
3,5,Eliot Lundt,,,,,1.0,,1.0,,Western Washington,Division 1,Men,Division 1 Men
4,7,Gideon Knox,,,,,,,1.0,,Western Washington,Division 1,Men,Division 1 Men
5,9,Elijah Diamond,,,Elementary School (4th grade),"5'1""",17.0,28.0,7.0,14.0,Western Washington,Division 1,Men,Division 1 Men
6,11,Byron Jordan,H,Deep,Elementary School (4th grade),"3'10""",,,,,Western Washington,Division 1,Men,Division 1 Men
7,12,Hayden Zaske,,Defense (Cutter/Handler),Elementary School (2nd grade),"10'10""",,1.0,,,Western Washington,Division 1,Men,Division 1 Men
8,15,Graham Peck,,Mid,High School (10th Grade),"5'1""",3.0,1.0,1.0,5.0,Western Washington,Division 1,Men,Division 1 Men
9,16,Cedar Hines,,,,,11.0,20.0,5.0,11.0,Western Washington,Division 1,Men,Division 1 Men
10,17,Thomas Simms,,,,,17.0,5.0,1.0,7.0,Western Washington,Division 1,Men,Division 1 Men
11,18,David Leahy,H,,,,,,,,Western Washington,Division 1,Men,Division 1 Men
12,20,Calvin Dodge,H,,,,,,1.0,,Western Washington,Division 1,Men,Division 1 Men
13,21,Griffin Laliberte,,,,,6.0,1.0,,3.0,Western Washington,Division 1,Men,Division 1 Men
14,22,Jadon Finkelor,H,Handler/Cutter,High School (12th Grade),"5'8""",,,,,Western Washington,Division 1,Men,Division 1 Men
15,26,Deacon Campbell,H,,,,,,,,Western Washington,Division 1,Men,Division 1 Men
16,30,Jaimen Grove,,,,,3.0,,2.0,2.0,Western Washington,Division 1,Men,Division 1 Men
17,32,Ben Hanson,,,,,,,,,Western Washington,Division 1,Men,Division 1 Men
18,33,Naren Fuller,H,,,,,,,,Western Washington,Division 1,Men,Division 1 Men
19,42,Peter Eklund,,Deep,College (GR),"6'3""",4.0,2.0,3.0,,Western Washington,Division 1,Men,Division 1 Men
20,47,Zoli Ishikawa-szabo,,Dump,Elementary School (2nd grade),"7'2""",3.0,17.0,1.0,12.0,Western Washington,Division 1,Men,Division 1 Men
21,51,Gabriel Diamond,,,,,,,,,Western Washington,Division 1,Men,Division 1 Men
22,63,Andreas Schoop,,,,,,,,,Western Washington,Division 1,Men,Division 1 Men
23,72,Marcus Hibpshman,H,,,,,,,,Western Washington,Division 1,Men,Division 1 Men
24,74,Ethan Kelley,,Defense (Cutter),Elementary School (1st grade),"6'2""",,,,1.0,Western Washington,Division 1,Men,Division 1 Men
25,95,Zach Sadow-Hasenberg,H/T,,,,2.0,1.0,1.0,3.0,Western Washington,Division 1,Men,Division 1 Men
0,1,Skyler Davidman,,,,,7.0,5.0,2.0,4.0,Northeastern,Division 1,Men,Division 1 Men
1,2,David Owyang,H,,Elementary School (3rd grade),,5.0,2.0,,3.0,Northeastern,Division 1,Men,Division 1 Men
2,3,Benjamin Saterbak,,Deep,Middle School (7th Grade),"5'3""",2.0,7.0,2.0,3.0,Northeastern,Division 1,Men,Division 1 Men
3,4,Krish Vasisht,,,,,,,,,Northeastern,Division 1,Men,Division 1 Men
4,5,Matias Ng,,,,,2.0,,,1.0,Northeastern,Division 1,Men,Division 1 Men
5,6,Isaiah Jones,,,,,2.0,,,5.0,Northeastern,Division 1,Men,Division 1 Men
6,8,Sunay Patel,,,,,,,,,Northeastern,Division 1,Men,Division 1 Men
7,9,James (Jimmy) Beckman,,Deep,Elementary School (K),,2.0,10.0,1.0,16.0,Northeastern,Division 1,Men,Division 1 Men
8,10,Ben Chamis,,Defense (Handler),College (SR),"5'11""",4.0,9.0,,11.0,Northeastern,Division 1,Men,Division 1 Men
9,11,Peter Boerth,,Deep,,"6'1""",11.0,5.0,4.0,3.0,Northeastern,Division 1,Men,Division 1 Men
10,12,Ramsey Elder,H,Handler,College (SR),"6'0""",,2.0,,,Northeastern,Division 1,Men,Division 1 Men
11,13,Jackson McGuinness,,Handler,College (SR),"6'4""",7.0,,2.0,1.0,Northeastern,Division 1,Men,Division 1 Men
12,14,Sean Jaffe,,,,,,,,1.0,Northeastern,Division 1,Men,Division 1 Men
13,15,David Pinto,,Dump,,,2.0,4.0,2.0,3.0,Northeastern,Division 1,Men,Division 1 Men
14,17,Samuel Freedman,,Defense (Cutter/Handler),College (SO),"5'11""",1.0,3.0,1.0,3.0,Northeastern,Division 1,Men,Division 1 Men
15,18,Ciaran Pratley,,,,,4.0,4.0,1.0,4.0,Northeastern,Division 1,Men,Division 1 Men
16,20,Nathaniel Cramer,H,Dump,,,,,1.0,1.0,Northeastern,Division 1,Men,Division 1 Men
17,21,Dallon Archibald,,,,,2.0,,,,Northeastern,Division 1,Men,Division 1 Men
18,22,Jack Simmons,,,,"5'11""",2.0,3.0,,1.0,Northeastern,Division 1,Men,Division 1 Men
19,23,James McElheny,,Handler/Cutter,High School (10th Grade),"5'9""",,,,,Northeastern,Division 1,Men,Division 1 Men
20,24,Michael Katz,,,,,,,1.0,,Northeastern,Division 1,Men,Division 1 Men
21,31,Griffin Majer,H,Handler,Elementary School (3rd grade),"3'4""",1.0,,,,Northeastern,Division 1,Men,Division 1 Men
22,32,Jackson biggs,H,Defense (Cutter),College (SO),"5'11""",3.0,,1.0,,Northeastern,Division 1,Men,Division 1 Men
23,47,Landon Schopp,H,,,,,,,,Northeastern,Division 1,Men,Division 1 Men
24,91,Kalten Toone,,Dump,College (GR),"6'4""",1.0,4.0,3.0,5.0,Northeastern,Division 1,Men,Division 1 Men
0,0,Matthew Davidorf,H,,,,1.0,1.0,,7.0,Georgia,Division 1,Men,Division 1 Men
1,2,Adam Goldstein,,,High School (12th Grade),"5'7""",,,,1.0,Georgia,Division 1,Men,Division 1 Men
2,3,Morgan Hiers,,,,,2.0,1.0,,,Georgia,Division 1,Men,Division 1 Men
3,6,Aidan Downey,H,Handler,College (FR),"6'2""",11.0,10.0,4.0,17.0,Georgia,Division 1,Men,Division 1 Men
4,8,Jeremy Sanders,,Defense (Cutter),College (FR),"6'0""",2.0,,3.0,1.0,Georgia,Division 1,Men,Division 1 Men
5,10,William Randall,,Handler,,,1.0,1.0,2.0,2.0,Georgia,Division 1,Men,Division 1 Men
6,11,Ernesto Clarke,,,High School (12th Grade),"6'4""",4.0,6.0,1.0,3.0,Georgia,Division 1,Men,Division 1 Men
7,12,Aniketh Muddala,,,,,2.0,1.0,2.0,1.0,Georgia,Division 1,Men,Division 1 Men
8,15,Gaby Elkhoury,,,,,2.0,,3.0,1.0,Georgia,Division 1,Men,Division 1 Men
9,16,Gabriel Weber,,,,,1.0,,,1.0,Georgia,Division 1,Men,Division 1 Men
10,17,Charles Guerrero,,,,,1.0,,,,Georgia,Division 1,Men,Division 1 Men
11,18,Colin Kennedy,H,Cutter,College (JR),"6'1""",,,,,Georgia,Division 1,Men,Division 1 Men
12,19,Jacob Croskey,,,High School (9th Grade),"5'10""",1.0,3.0,,2.0,Georgia,Division 1,Men,Division 1 Men
13,20,Scott Whitley,,Defense (Cutter),College (FR),"5'7""",15.0,10.0,1.0,10.0,Georgia,Division 1,Men,Division 1 Men
14,21,Sam Rose,,,,,1.0,4.0,,,Georgia,Division 1,Men,Division 1 Men
15,23,Jack Krugler,,,,,7.0,13.0,,13.0,Georgia,Division 1,Men,Division 1 Men
16,30,Cole Chanler,,,,,4.0,6.0,2.0,4.0,Georgia,Division 1,Men,Division 1 Men
17,35,Drew Wentworth,,,College (SO),,3.0,3.0,4.0,5.0,Georgia,Division 1,Men,Division 1 Men
18,73,Gabe Borda,,,,"6'0""",1.0,1.0,2.0,2.0,Georgia,Division 1,Men,Division 1 Men
19,88,Luke Cranor,,,College (JR),"6'4""",1.0,,5.0,5.0,Georgia,Division 1,Men,Division 1 Men
20,96,Dane Lynch,,,,,1.0,1.0,,1.0,Georgia,Division 1,Men,Division 1 Men
0,1,Charlie Jia,,Mid,College (JR),"5'8""",,1.0,1.0,2.0,California-Santa Cruz,Division 1,Men,Division 1 Men
1,3,Finnegan Barr,,Mid,College (JR),"6'7""",,,,,California-Santa Cruz,Division 1,Men,Division 1 Men
2,5,William Snyder,,Mid,,,,2.0,,2.0,California-Santa Cruz,Division 1,Men,Division 1 Men
3,7,Cyrus Isaacs,,,High School (12th Grade),"5'10""",,,3.0,,California-Santa Cruz,Division 1,Men,Division 1 Men
4,11,Weston Collard,,,,,1.0,,2.0,2.0,California-Santa Cruz,Division 1,Men,Division 1 Men
5,12,Davin Sieu,,Mid,High School (11th Grade),"4'11""",,1.0,,1.0,California-Santa Cruz,Division 1,Men,Division 1 Men
6,13,Kien Warren,,Mid,Middle School (7th Grade),"6'9""",9.0,5.0,3.0,4.0,California-Santa Cruz,Division 1,Men,Division 1 Men
7,14,Gabriel Schwartz-Ketchner,,,,,1.0,4.0,,3.0,California-Santa Cruz,Division 1,Men,Division 1 Men
8,15,Milan Moslehi,,Mid,,,11.0,7.0,4.0,4.0,California-Santa Cruz,Division 1,Men,Division 1 Men
9,16,Ryan Weng,,,,,1.0,,,,California-Santa Cruz,Division 1,Men,Division 1 Men
10,19,Jackson Friday,,Mid,Elementary School (K),,2.0,,,4.0,California-Santa Cruz,Division 1,Men,Division 1 Men
11,21,Cole Mires,,,,,8.0,6.0,3.0,7.0,California-Santa Cruz,Division 1,Men,Division 1 Men
12,28,Thai Villaluna,,,,,1.0,,1.0,,California-Santa Cruz,Division 1,Men,Division 1 Men
13,31,Toby Warren,,Mid,,,4.0,16.0,1.0,11.0,California-Santa Cruz,Division 1,Men,Division 1 Men
14,36,Selim Jones,H,Mid,,,2.0,7.0,1.0,4.0,California-Santa Cruz,Division 1,Men,Division 1 Men
15,42,Benjamin Pratt,,Mid,High School (12th Grade),"6'0""",,,,,California-Santa Cruz,Division 1,Men,Division 1 Men
16,43,Declan Fee,,,,,1.0,1.0,,,California-Santa Cruz,Division 1,Men,Division 1 Men
17,44,Aidin Terris,,Mid,College (SO),"6'0""",3.0,,2.0,4.0,California-Santa Cruz,Division 1,Men,Division 1 Men
18,45,Tyler Weng,,Mid,High School (9th Grade),,1.0,1.0,1.0,,California-Santa Cruz,Division 1,Men,Division 1 Men
19,50,Samuel Kaplan,,Mid,Elementary School (2nd grade),"6'10""",2.0,3.0,2.0,4.0,California-Santa Cruz,Division 1,Men,Division 1 Men
